,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
825,edible,convex,scaly,yellow,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,meadows
826,edible,flat,fibrous,white,True,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
827,edible,flat,fibrous,white,True,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,purple,several,woods
828,edible,convex,smooth,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
829,edible,flat,smooth,yellow,True,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,purple,several,woods
830,edible,sunken,fibrous,gray,False,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,several,urban
831,edible,flat,fibrous,yellow,True,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
832,edible,convex,scaly,brown,True,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,solitary,grasses
833,edible,convex,scaly,yellow,True,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,scattered,grasses
834,edible,convex,scaly,yellow,True,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,solitary,paths
835,poisonous,convex,smooth,brown,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,several,grasses
836,edible,convex,smooth,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
837,poisonous,convex,scaly,white,True,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,urban
838,edible,convex,scaly,yellow,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
839,edible,convex,scaly,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
840,edible,flat,smooth,yellow,True,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,purple,several,woods
841,poisonous,convex,scaly,brown,True,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,several,grasses
842,edible, bell,smooth,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
843,edible,sunken,fibrous,gray,False,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,solitary,urban
844,edible,convex,smooth,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
845,edible,convex,fibrous,gray,False,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,p,white,1,evanescent,brown,scattered,grasses
846,edible,convex,scaly,yellow,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
847,edible, bell,scaly,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
848,edible, bell,smooth,yellow,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
849,edible,convex,smooth,white,True,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,purple,several,woods
850,edible, bell,smooth,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
851,edible,flat,scaly,brown,True,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,scattered,grasses
852,edible,sunken,fibrous,gray,False,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,solitary,urban
853,edible,convex,fibrous,white,False,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,p,white,1,evanescent,brown,abundant,grasses
854,edible,sunken,fibrous,brown,False,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,several,urban
855,edible,flat,scaly,brown,True,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,scattered,paths
856,edible,flat,smooth,yellow,True,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,purple,several,woods
857,edible, bell,smooth,yellow,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
858,edible, bell,smooth,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,meadows
859,poisonous,convex,smooth,brown,True,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,several,grasses
860,edible,flat,scaly,brown,True,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,solitary,paths
861,edible,convex,smooth,yellow,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
862,edible,flat,scaly,yellow,True,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,scattered,grasses
863,edible,convex,scaly,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
864,edible,convex,scaly,yellow,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
865,edible,convex,scaly,yellow,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
866,edible,flat,fibrous,brown,False,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,several,urban
867,edible,flat,scaly,yellow,True,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,solitary,paths
868,edible,convex,fibrous,gray,False,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,solitary,urban
869,edible,convex,smooth,yellow,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
870,edible,flat,scaly,brown,True,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,solitary,paths
871,edible,convex,smooth,yellow,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
872,edible,convex,scaly,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
873,edible,convex,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,p,white,1,pendant,black,several,woods
874,edible,convex,smooth,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
875,edible,convex,scaly,yellow,True,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,scattered,paths
876,edible,convex,scaly,white,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
877,edible,convex,smooth,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
878,edible,flat,scaly,yellow,True,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,solitary,grasses
879,edible, bell,smooth,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
880,edible,flat,fibrous,white,True,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
881,edible,flat,smooth,gray,False,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,p,white,1,evanescent,brown,scattered,grasses
882,edible,convex,scaly,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
883,edible,convex,scaly,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
884,edible,flat,scaly,yellow,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,scattered,grasses
885,edible,convex,smooth,white,True,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,purple,several,woods
886,edible,convex,smooth,yellow,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
887,edible,flat,scaly,yellow,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,solitary,grasses
888,edible,convex,scaly,yellow,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,solitary,paths
889,edible,convex,smooth,yellow,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
890,edible,convex,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,p,white,1,pendant,brown,solitary,woods
891,edible,flat,scaly,yellow,True,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,solitary,grasses
892,edible,convex,smooth,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
893,edible, bell,smooth,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
894,edible,convex,smooth,yellow,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
895,edible,convex,scaly,brown,True,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,scattered,grasses
896,edible, bell,scaly,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
897,edible,convex,smooth,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,meadows
898,edible,convex,scaly,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,meadows
899,edible,convex,smooth,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
900,edible,flat,scaly,yellow,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,solitary,paths
901,edible,convex,fibrous,white,False,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,p,white,1,evanescent,brown,abundant,grasses
902,edible,convex,smooth,brown,False,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,p,white,1,evanescent,black,scattered,grasses
903,edible,convex,smooth,white,False,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,p,white,1,evanescent,brown,scattered,grasses
904,edible,convex,smooth,yellow,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
905,edible,flat,fibrous,white,False,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,p,white,1,evanescent,black,scattered,grasses
906,poisonous,flat,smooth,brown,True,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
907,edible,convex,fibrous,gray,False,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,p,white,1,evanescent,brown,scattered,grasses
908,poisonous,flat,scaly,brown,True,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,several,urban
909,poisonous,convex,smooth,brown,True,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,several,grasses
910,edible, bell,smooth,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
911,edible,convex,fibrous,gray,False,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,p,white,1,evanescent,black,abundant,grasses
912,edible,convex,smooth,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
913,edible,flat,fibrous,gray,False,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,p,white,1,evanescent,black,abundant,grasses
914,edible,convex,smooth,gray,False,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,p,white,1,evanescent,black,scattered,grasses
915,edible,convex,smooth,white,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
916,edible,convex,smooth,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
917,edible,convex,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,p,white,1,pendant,brown,solitary,woods
918,edible,flat,fibrous,brown,False,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,p,white,1,evanescent,brown,abundant,grasses
919,edible,convex,smooth,white,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,p,white,1,evanescent,black,scattered,grasses
920,edible,flat,fibrous,brown,False,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,p,white,1,evanescent,black,abundant,grasses
921,edible,convex,smooth,brown,False,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,p,white,1,evanescent,brown,abundant,grasses
922,edible,convex,scaly,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
923,edible,convex,smooth,yellow,True,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,purple,several,woods
924,edible,flat,fibrous,white,False,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,p,white,1,evanescent,brown,scattered,grasses
925,edible,convex,smooth,brown,False,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,p,white,1,evanescent,brown,abundant,grasses
926,edible,convex,smooth,gray,False,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,p,white,1,evanescent,black,abundant,grasses
927,poisonous,convex,scaly,brown,True,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,scattered,urban
928,edible,convex,fibrous,gray,False,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,solitary,urban
929,edible, bell,smooth,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
930,edible,convex,smooth,gray,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,p,white,1,evanescent,black,abundant,grasses
931,edible,flat,fibrous,gray,False,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,p,white,1,evanescent,brown,scattered,grasses
