BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2,EAST TREMONT,02 TWO FAMILY DWELLINGS,1,3909,16,,B2,1178 EAST TREMONT AVENUE,,10460,2,0,2,"1,105",1304,1901,1,B2,"$   510,000",02/07/2019
2,FORDHAM,02 TWO FAMILY DWELLINGS,1,3151,138,,B1,2347 VALENTINE AVENUE,,10458,2,0,2,"2,204",2280,1992,1,B1,"$   610,000",02/07/2019
2,FORDHAM,29 COMMERCIAL GARAGES,4,3023,4,,G6,2468 TIEBOUT AVENUE,,10458,0,0,0,"11,300",0,0,4,G6,"$   2,715,000",02/07/2019
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2617,26,,A5,686 ST. ANN'S AVENUE,,10455,1,0,1,"1,620",1152,1993,1,A5,$   - 0,02/07/2019
2,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS,2A,2987,46,,C3,1419 VYSE AVENUE,,10459,4,0,4,"2,500",3300,1931,2,C3,"$   285,000",02/07/2019
2,PARKCHESTER,03 THREE FAMILY DWELLINGS,1,4023,52,,C0,1630 MELVILLE STREET,,10460,3,0,3,"2,500",3060,2005,1,C0,"$   620,000",02/07/2019
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5746,584,,D4,"2601 HENRY HUDSON PKWY, 2A",,10463,0,0,0,0,0,1954,2,D4,"$   290,000",02/07/2019
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5771,20,,D4,"3600 FIELDSTON ROAD, 7L",,10463,0,0,0,0,0,1941,2,D4,"$   187,000",02/07/2019
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5920,500,,D4,"3901 INDEPENDENCE AVENUE, 3M",,10463,0,0,0,0,0,1963,2,D4,"$   215,000",02/07/2019
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS,1,3752,8,,B9,1763 WATSON AVENUE,,10472,2,0,2,"1,975",2650,1955,1,B9,$   10,02/07/2019
2,SOUNDVIEW,03 THREE FAMILY DWELLINGS,1,3868,68,,C0,1301 HARROD AVENUE,,10472,3,0,3,"1,175",2820,2004,1,C0,$   - 0,02/07/2019
2,SOUNDVIEW,03 THREE FAMILY DWELLINGS,1,3872,17,,C0,1324 CROES AVENUE,,10472,3,0,3,"2,500",3685,1930,1,C0,$   - 0,02/07/2019
2,THROGS NECK,02 TWO FAMILY DWELLINGS,1,5437,57,,B2,641 HOLLYWOOD AVENUE,,10465,2,0,2,"3,248",2896,1960,1,B2,"$   650,000",02/07/2019
2,THROGS NECK,31 COMMERCIAL VACANT LAND,4,5519,180,,V1,N/A SHORE DRIVE,,0,0,0,0,"48,000",0,0,4,V1,"$   61,095",02/07/2019
2,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5114,1,,A5,4771 BARNES AVENUE,,10470,1,0,1,"1,707",1605,1960,1,A5,"$   470,000",02/07/2019
2,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5074,1,,C0,4501 BRONX BOULEVARD,,10470,3,0,3,"2,220",3176,1993,1,C0,$   - 0,02/07/2019
2,WAKEFIELD,14 RENTALS - 4-10 UNIT,2A,5000,47,,S9,4204 BARNES AVENUE,,10466,4,2,6,"2,288",5080,1930,2,S9,"$   750,000",02/07/2019
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1563 INDEPENDENCE AVENUE, 2B",,11228,0,0,0,0,0,1950,2,C6,"$   280,000",02/07/2019
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5938,1,,A1,7523 COLONIAL ROAD,,11209,1,0,1,"2,850",1656,1930,1,A1,$   - 0,02/07/2019
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5969,30,,A5,354 78TH STREET,,11209,1,0,1,"2,187",1320,1925,1,A5,"$   1,075,000",02/07/2019
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6101,11,,A1,1 MARINE AVENUE,,11209,1,0,1,"4,290",1960,1925,1,A1,"$   1,950,000",02/07/2019
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1899,32,,B1,466 PARK AVENUE,,11205,2,0,2,"1,645",2400,1940,1,B1,$   - 0,02/07/2019
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1785,41,,C0,695 LAFAYETTE AVENUE,,11216,3,0,3,"2,000",2400,2003,1,C0,"$   1,600,000",02/07/2019
3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,1832,1001,,R1,"71 HANCOCK STREET, 1",1,11216,1,0,1,"2,000",1503,1901,2,R1,$   - 0,02/07/2019
3,BENSONHURST,03 THREE FAMILY DWELLINGS,1,6230,15,,C0,2126 BAY RIDGE PARKWAY,,11204,3,0,3,"2,700",4422,1920,1,C0,"$   1,150,000",02/07/2019
3,BERGEN BEACH,04 TAX CLASS 1 CONDOS,1A,8374,1123,,R3,"5 COVE LANE, 3-1",3-1,11234,1,0,1,0,1602,0,1,R3,"$   370,000",02/07/2019
3,BERGEN BEACH,44 CONDO PARKING,4,8374,1105,,RG,"5 COVE LANE, 3-G1",3-G1,11234,0,1,1,0,209,0,4,RG,"$   370,000",02/07/2019
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5637,45,,B1,4922 9 AVENUE,,11220,2,0,2,"1,607",2232,1910,1,B1,"$   1,460,000",02/07/2019
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5687,26,,B1,944 56TH STREET,,11219,2,0,2,"2,329",2344,1925,1,B1,"$   1,500,000",02/07/2019
3,BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS,2A,5545,34,,C3,1672 64TH STREET,,11204,4,0,4,"2,700",3520,1931,2,C3,$   - 0,02/07/2019
3,BOROUGH PARK,09 COOPS - WALKUP APARTMENTS,2,5611,44,,C6,"1379 45TH STREET, 1A",,11219,0,0,0,0,0,1915,2,C6,"$   500,000",02/07/2019
3,BRIGHTON BEACH,10 COOPS - ELEVATOR APARTMENTS,2,8686,25,,D4,"313 BRIGHTWATER COURT, 3F",,11235,0,0,0,0,0,1931,2,D4,"$   240,000",02/07/2019
3,BRIGHTON BEACH,10 COOPS - ELEVATOR APARTMENTS,2,8711,15,,D4,"2912 BRIGHTON 12TH STREET, 5C",,11235,0,0,0,0,0,1951,2,D4,"$   260,000",02/07/2019
3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,238,65,,D4,"40 CLINTON STREET, 3A",,11201,0,0,0,0,0,1964,2,D4,$   - 0,02/07/2019
3,BUSHWICK,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3314,1007,,R1,"139 GROVE STREET, 4F",4F,11221,1,0,8,"3,500",9975,2016,2,R1,"$   710,000",02/07/2019
3,CANARSIE,01 ONE FAMILY DWELLINGS,1,7961,89,,A5,582 EAST 83RD ST,,11236,1,0,1,"3,317",1440,1965,1,A5,"$   690,000",02/07/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8234,18,,B9,105-30 FLATLANDS 2 STREET,,11236,2,0,2,"2,000",3680,1960,1,B9,"$   845,000",02/07/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8297,19,,B9,1627 EAST 94TH STREET,,11236,2,0,2,"3,067",2340,1960,1,B9,$   - 0,02/07/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8060,1093,,R3,"1259 EAST 80TH STREET, 49",49,11236,1,0,1,"127,378",432,0,1,R3,"$   185,000",02/07/2019
3,CLINTON HILL,10 COOPS - ELEVATOR APARTMENTS,2,1902,1,,D4,"209 CLINTON AVENUE, 8D",,11205,0,0,0,0,0,1944,2,D4,"$   615,000",02/07/2019
3,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,1,1203,38,,S1,68 KINGSTON AVENUE,,11213,1,1,2,"1,000",1840,1940,1,S1,$   - 0,02/07/2019
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,1,1283,59,,B9,1197 CARROLL STREET,,11225,2,0,2,"3,194",2568,1901,1,B9,$   - 0,02/07/2019
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,1,1372,52,,B1,1437 STERLING PLACE,,11213,2,0,2,"1,873",3060,1901,1,B1,"$   875,000",02/07/2019
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,1,1400,55,,B1,1531 PRESIDENT STREET,,11213,2,0,2,"2,412",2084,1901,1,B1,$   - 0,02/07/2019
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,1,4107,109,,B2,83 HEMLOCK STREET,,11208,2,0,2,"2,000",2000,1925,1,B2,"$   157,000",02/07/2019
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS,2,45,1126,,R4,"70 WASHINGTON STREET, 7P",7P,11201,1,0,1,0,706,1916,2,R4,$   - 0,02/07/2019
3,DOWNTOWN-FULTON FERRY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,44,1005,,R1,"85 HUDSON AVENUE, 3A",3A,11201,1,0,1,0,816,2002,2,R1,"$   144,000",02/07/2019
3,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,1,6243,33,,A5,1264 77TH STREET,,11228,1,0,1,"2,000",1536,1920,1,A5,"$   1,165,000",02/07/2019
3,EAST NEW YORK,03 THREE FAMILY DWELLINGS,1,3834,31,,C0,542 HINSDALE STREET,,11207,3,0,3,"2,250",3510,2005,1,C0,$   - 0,02/07/2019
3,EAST NEW YORK,26 OTHER HOTELS,4,3766,1,,HR,515 BLAKE AVENUE,,11207,0,210,210,"95,000",123910,1988,4,HR,$   - 0,02/07/2019
3,FLATBUSH-CENTRAL,03 THREE FAMILY DWELLINGS,1,5221,77,,C0,677 EAST 21ST STREET,,11226,3,0,3,"2,950",2285,1910,1,C0,$   - 0,02/07/2019
3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,1,7770,36,,A9,1747 TROY AVENUE,,11234,1,0,1,"1,900",1428,1925,1,A9,"$   515,510",02/07/2019
3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,1,4895,21,,B3,214 EAST 42ND STREET,,11203,2,0,2,"3,000",1780,1920,1,B3,$   500,02/07/2019
3,FLATBUSH-EAST,03 THREE FAMILY DWELLINGS,1,5009,1,,C0,3421 GLENWOOD ROAD,,11210,3,0,3,"4,400",3549,1925,1,C0,"$   1,480,000",02/07/2019
3,FLATBUSH-EAST,07 RENTALS - WALKUP APARTMENTS,2A,4903,18,,C2,1024 NEW YORK AVE,6,11203,6,0,6,"2,344",5250,1931,2,C2,"$   1,425,000",02/07/2019
3,FLATBUSH-NORTH,02 TWO FAMILY DWELLINGS,1,4658,51,,B1,245 EAST 52ND STREET,,11203,2,0,2,"2,500",4080,1935,1,B1,"$   830,000",02/07/2019
3,FLATBUSH-NORTH,03 THREE FAMILY DWELLINGS,1,4850,12,,C0,246 EAST 46TH STREET,,11203,3,0,3,"2,500",1240,1899,1,C0,$   - 0,02/07/2019
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8955,108,,A2,100 ASTER COURT,,11229,1,0,1,"1,785",600,1925,1,A2,"$   425,000",02/07/2019
3,GOWANUS,04 TAX CLASS 1 CONDOS,1C,447,1001,,R6,"459 CARROLL STREET, 1",1,11215,1,0,1,0,3195,0,1,R6,"$   3,600,000",02/07/2019
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7095,8,,B1,90 AVENUE T,,11223,2,0,2,"2,000",2183,1950,1,B1,$   - 0,02/07/2019
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7075,70,,C0,1943 STILLWELL AVENUE,,11223,3,0,3,"2,000",2982,1970,1,C0,$   - 0,02/07/2019
3,GRAVESEND,03 THREE FAMILY DWELLINGS,1,7148,31,,C0,456 LAKE STREET,,11223,3,0,3,"3,880",3825,1960,1,C0,"$   350,000",02/07/2019
3,GRAVESEND,13 CONDOS - ELEVATOR APARTMENTS,2,6580,1330,,R4,"1414 WEST 4TH STREET, PH5",PH5,11204,1,0,1,0,1301,2007,2,R4,"$   925,000",02/07/2019
3,GRAVESEND,44 CONDO PARKING,4,6580,1332,,RG,"1414 WEST 4TH STREET, P1",P1,11204,0,1,1,0,162,2007,4,RG,"$   925,000",02/07/2019
3,GREENPOINT,12 CONDOS - WALKUP APARTMENTS,2,2521,1103,,R2,"84 GREEN STREET, 7",7,11222,1,0,1,0,900,0,2,R2,"$   952,500",02/07/2019
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2722,1035,,R4,"415 LEONARD STREET, 5B",5B,11222,1,0,1,0,463,0,2,R4,"$   610,000",02/07/2019
3,MADISON,01 ONE FAMILY DWELLINGS,1,7332,77,,A5,2027 EAST 27TH STREET,,11229,1,0,1,"1,875",1584,1930,1,A5,"$   740,000",02/07/2019
3,MADISON,02 TWO FAMILY DWELLINGS,1,6771,52,,B2,2401 AVENUE P,,11229,2,0,2,"3,700",3123,1920,1,B2,"$   975,000",02/07/2019
3,MADISON,22 STORE BUILDINGS,4,7325,40,,K1,2011 AVENUE U,,11229,0,5,5,"10,000",5300,1949,4,K1,$   - 0,02/07/2019
3,MARINE PARK,01 ONE FAMILY DWELLINGS,1,7866,64,,S1,2068 FLATBUSH AVENUE,,11234,1,1,2,"2,000",2560,1931,1,S1,"$   1,075,000",02/07/2019
3,MIDWOOD,01 ONE FAMILY DWELLINGS,1,6768,88,,A1,1633 EAST 21ST STREET,,11210,1,0,1,"3,200",1976,1920,1,A1,"$   990,000",02/07/2019
3,MIDWOOD,02 TWO FAMILY DWELLINGS,1,6716,18,,B1,1036 E 15TH STREET,,11230,2,0,2,"2,800",2600,1930,1,B1,$   - 0,02/07/2019
3,OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,5401,1,,C0,704 DITMAS AVENUE,,11218,3,0,3,"3,415",3370,1910,1,C0,"$   1,675,000",02/07/2019
3,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,1,7152,30,,B3,2254 EAST 1ST STREET,,11223,2,0,2,"2,000",1152,1930,1,B3,$   - 0,02/07/2019
3,PARK SLOPE,03 THREE FAMILY DWELLINGS,1,934,32,,C0,122 ST. MARKS PLACE,,11217,3,0,3,"2,000",2700,1899,1,C0,$   - 0,02/07/2019
3,PARK SLOPE SOUTH,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,1023,1201,,R1,"392 11TH STREET, 1A",1A,11215,1,0,1,0,1413,2003,2,R1,"$   785,000",02/07/2019
3,SEAGATE,02 TWO FAMILY DWELLINGS,1,6955,41,,B2,3829 POPLAR AVENUE,,11224,2,0,2,"3,650",2808,1960,1,B2,"$   740,000",02/07/2019
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,1,7441,451,,B2,2565 EAST 22ND STREET,,11235,2,0,2,"2,467",2256,1930,1,B2,"$   1,212,000",02/07/2019
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,1,8763,1,,B3,1101 BANNER AVENUE,,11235,2,0,2,826,1382,1920,1,B3,"$   710,000",02/07/2019
3,SUNSET PARK,04 TAX CLASS 1 CONDOS,1A,892,1316,,R3,"695 6 AVENUE, 2H",2H,11215,1,0,1,"17,421",623,2016,1,R3,"$   700,000",02/07/2019
3,SUNSET PARK,04 TAX CLASS 1 CONDOS,1A,892,1318,,R3,"695 6 AVENUE, 2K",2K,11215,1,0,1,"17,421",1069,2016,1,R3,"$   1,240,000",02/07/2019
3,SUNSET PARK,43 CONDO OFFICE BUILDINGS,4,5821,1119,,RB,"6402 8TH AVENUE, 404",404,11220,0,1,1,0,0,0,4,RB,"$   488,760",02/07/2019
3,SUNSET PARK,44 CONDO PARKING,4,892,1344,,RP,"695 6 AVENUE, PK-11",PK-11,11215,0,1,1,0,0,2016,4,RP,"$   1,240,000",02/07/2019
3,WILLIAMSBURG-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,2,2262,1704,,R4,"405 FLUSHING AVENUE, 3A",3A,11205,1,0,1,0,1645,2006,2,R4,$   - 0,02/07/2019
3,WILLIAMSBURG-CENTRAL,44 CONDO PARKING,4,2249,1147,,RG,"32 WALTON STREET, P4",P4,11206,0,1,1,0,160,2007,4,RG,"$   10,000",02/07/2019
3,WILLIAMSBURG-EAST,03 THREE FAMILY DWELLINGS,1,2752,26,,C0,319 LEONARD STREET,,11211,3,0,3,"2,156",4200,1901,1,C0,$   - 0,02/07/2019
3,WINDSOR TERRACE,03 THREE FAMILY DWELLINGS,1,1106,29,,C0,24 PROSPECT PARK SW,,11215,3,0,3,"1,615",2898,1899,1,C0,"$   2,787,000",02/07/2019
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16089,27,,B2,230 BEACH BREEZE PLACE,,11692,2,0,2,"2,694",2905,2004,1,B2,"$   835,000",02/07/2019
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,819,21,,B3,23-39 36TH STREET,,11105,2,0,2,"2,000",1362,1925,1,B3,"$   1,165,000",02/07/2019
4,ASTORIA,03 THREE FAMILY DWELLINGS,1,716,26,,C0,25-45 45 STREET,,11103,3,0,3,"2,500",1482,1910,1,C0,"$   950,000",02/07/2019
4,ASTORIA,03 THREE FAMILY DWELLINGS,1,744,12,,C0,25-81 48TH STREET,,11103,3,0,3,"1,900",1957,1940,1,C0,"$   1,130,000",02/07/2019
4,ASTORIA,21 OFFICE BUILDINGS,4,587,68,,O1,32-78 31ST STREET,,11106,0,1,1,"2,000",3200,1940,4,O1,"$   1,300,000",02/07/2019
4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6268,35,,A1,43-17 204TH STREET,,11361,1,0,1,"4,000",1679,1920,1,A1,"$   850,000",02/07/2019
4,BELLEROSE,01 ONE FAMILY DWELLINGS,1,7958,34,,A0,239-14 HILLSIDE AVENUE,,11426,1,0,1,"2,808",1184,1955,1,A0,$   - 0,02/07/2019
4,BELLEROSE,02 TWO FAMILY DWELLINGS,1,8606,78,,B3,84-31 252ND STREET,,11426,2,0,2,"4,000",1176,1940,1,B3,$   - 0,02/07/2019
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12764,103,,A2,118-43 227TH STREET,,11411,1,0,1,"4,000",1075,1945,1,A2,$   - 0,02/07/2019
4,ELMHURST,02 TWO FAMILY DWELLINGS,1,1854,61,,B3,90-29 53RD AVENUE,,11373,2,0,2,"2,502",1551,1925,1,B3,"$   980,000",02/07/2019
4,ELMHURST,10 COOPS - ELEVATOR APARTMENTS,2,1531,21,,D4,"78-06 46TH AVENUE, 4F",,11373,0,0,0,0,0,1966,2,D4,"$   180,000",02/07/2019
4,ELMHURST,13 CONDOS - ELEVATOR APARTMENTS,2,1565,1016,,R4,"91-21 WHITNEY AVENUE, 6C",6C,11373,1,0,1,0,785,2010,2,R4,"$   610,000",02/07/2019
4,ELMHURST,44 CONDO PARKING,4,1565,1022,,RG,"91-27 WHITNEY AVENUE, P4",P4,11373,0,1,1,0,153,2010,4,RG,"$   610,000",02/07/2019
4,FAR ROCKAWAY,05 TAX CLASS 1 VACANT LAND,1B,15652,24,,V0,14-36 CHANDLER STREET,,11691,0,0,0,"4,955",0,0,1,V0,"$   80,000",02/07/2019
4,FAR ROCKAWAY,05 TAX CLASS 1 VACANT LAND,1B,15652,27,,V0,14-35 PINSON STREET,,11691,0,0,0,"3,740",0,0,1,V0,"$   80,000",02/07/2019
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4801,50,,B3,148-03 25TH DRIVE,,11354,2,0,2,"3,230",2040,1950,1,B3,$   - 0,02/07/2019
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5178,44,,B3,54-11 152ND STREET,,11355,2,0,2,"2,000",1400,1950,1,B3,"$   980,000",02/07/2019
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5704,44,,B3,58-47 196TH PLACE,,11365,2,0,2,"5,800",1750,1945,1,B3,$   - 0,02/07/2019
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,2,4340,10,,D4,"29-09 137TH STREET, 1G",,11354,0,0,0,0,0,1961,2,D4,"$   370,000",02/07/2019
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,2,5185,77,,D4,"140-35 BEECH AVENUE, 7R",,11355,0,0,0,0,0,1959,2,D4,"$   310,000",02/07/2019
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2,5182,1219,,R4,"142-20 FRANKLIN AVENUE, 6Q",6Q,11355,1,0,1,0,570,1970,2,R4,"$   358,843",02/07/2019
4,FLUSHING-NORTH,44 CONDO PARKING,4,4954,1125,,RG,"32-15 LEAVITT STREET, P7",P7,11354,0,1,1,"6,950",153,2014,4,RG,"$   22,000",02/07/2019
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,1,6810,70,,A5,153-23 76TH ROAD,,11367,1,0,1,"1,800",1944,1955,1,A5,$   - 0,02/07/2019
4,FOREST HILLS,01 ONE FAMILY DWELLINGS,1,3245,35,,A1,101-11 72ND AVE,,11375,1,0,1,"4,000",1971,1920,1,A1,$   - 0,02/07/2019
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,2,2134,50,,D4,"102-55 67TH ROAD, 4U",,11375,0,0,0,0,0,1952,2,D4,"$   395,000",02/07/2019
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,2,2135,36,,D4,"67-40 YELLOWSTONE BLVD, 7C",,11375,0,0,0,0,0,1951,2,D4,"$   315,000",02/07/2019
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,2,2172,1,,D4,"108-10 65TH AVENUE, 6C",,11375,0,0,0,0,0,1949,2,D4,"$   279,000",02/07/2019
4,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS,2,8489,1,,D4,"27110 GRAND CENTRAL PARKWAY, 31T",,11005,0,0,0,0,0,1972,2,D4,"$   275,000",02/07/2019
4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10894,19,,A1,10420 199TH STREET,,11412,1,0,1,"3,000",1800,1935,1,A1,"$   519,000",02/07/2019
4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10476,19,,B2,93-41 202ND STREET,,11423,2,0,2,"2,400",2144,1920,1,B2,"$   450,000",02/07/2019
4,HOLLIS HILLS,10 COOPS - ELEVATOR APARTMENTS,2,7912,50,,D4,"224-24 UNION TURNPIKE, 4N",,11364,0,0,0,0,0,1956,2,D4,"$   257,000",02/07/2019
4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10499,53,,A1,87-66 191ST STREET,,11423,1,0,1,"4,467",1762,1920,1,A1,"$   620,000",02/07/2019
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14080,3,,A1,86-10 164TH AVENUE,,11414,1,0,1,"5,000",2704,1970,1,A1,$   - 0,02/07/2019
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14200,51,,A2,162-19 98TH STREET,,11414,1,0,1,"4,000",1092,1960,1,A2,$   - 0,02/07/2019
4,HOWARD BEACH,02 TWO FAMILY DWELLINGS,1,14247,1279,,B2,102-12 163 ROAD,,11414,2,0,2,"1,920",1216,1930,1,B2,"$   275,000",02/07/2019
4,HOWARD BEACH,05 TAX CLASS 1 VACANT LAND,1B,14247,1280,,V0,N/A 163RD ROAD,,0,0,0,0,"1,600",0,0,1,V0,"$   275,000",02/07/2019
4,HOWARD BEACH,13 CONDOS - ELEVATOR APARTMENTS,2,11431,2507,,R4,"84-29 153RD AVENUE, 5G",5G,11414,1,0,1,"106,347",950,1965,2,R4,"$   299,000",02/07/2019
4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1052,34,,B3,25-56 76TH STREET,,11370,2,0,2,"2,000",2035,1960,1,B3,"$   795,000",02/07/2019
4,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1438,1,,D4,"33-45 90TH STREET, 1G",,11372,0,0,0,0,0,1957,2,D4,"$   210,000",02/07/2019
4,JACKSON HEIGHTS,30 WAREHOUSES,4,1078,1,,E9,83-15 24TH AVENUE,,11370,0,8,8,"131,897",118312,1955,4,E9,"$   55,525,000",02/07/2019
4,KEW GARDENS,03 THREE FAMILY DWELLINGS,1,9621,29,,C0,131-47 KEW GARDENS ROAD,,11418,3,0,3,"5,720",2500,1920,1,C0,$   - 0,02/07/2019
4,KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,2,9249,40,,D4,"84-70 129TH STREET, 4W",,11415,0,0,0,0,0,1969,2,D4,"$   179,478",02/07/2019
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,12874,40,,A1,128-05 233RD STREET,,11422,1,0,1,"4,275",1400,1955,1,A1,"$   330,000",02/07/2019
4,LAURELTON,02 TWO FAMILY DWELLINGS,1,13181,44,,B3,138-14 233RD STREET,,11422,2,0,2,"3,142",1316,1925,1,B3,"$   707,000",02/07/2019
4,LONG ISLAND CITY,02 TWO FAMILY DWELLINGS,1,600,33,,S2,36-02 32ND STREET,,11106,2,1,3,"1,840",3480,1925,1,S2,$   - 0,02/07/2019
4,LONG ISLAND CITY,02 TWO FAMILY DWELLINGS,1,600,45,,B2,36-38 32ND STREET,,11106,2,0,2,"1,681",1540,1901,1,B2,$   - 0,02/07/2019
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,76,40,,C2,21-26 45TH ROAD,,11101,6,0,6,"2,500",5361,2018,2,C2,$   - 0,02/07/2019
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,76,41,,C2,21-22 45TH ROAD,,11101,6,0,6,"2,500",5361,2018,2,C2,$   - 0,02/07/2019
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,76,42,,C2,21-20 45TH ROAD,,11101,6,0,6,"2,500",5361,2018,2,C2,$   - 0,02/07/2019
4,LONG ISLAND CITY,07 RENTALS - WALKUP APARTMENTS,2A,76,141,,C2,21-24 45TH ROAD,,11101,6,0,6,"2,500",5361,2018,2,C2,$   - 0,02/07/2019
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,16,1050,,R4,"50-09 2 STREET, 403",403,11101,1,0,1,"28,724",947,1890,2,R4,"$   1,160,000",02/07/2019
4,MASPETH,01 ONE FAMILY DWELLINGS,1,2375,189,,A5,52-50 62ND STREET,,11378,1,0,1,"1,900",1368,1945,1,A5,"$   810,000",02/07/2019
4,MASPETH,02 TWO FAMILY DWELLINGS,1,2719,14,,B3,65-28 PERRY AVENUE,,11378,2,0,2,"2,500",3234,1901,1,B3,$   - 0,02/07/2019
4,MIDDLE VILLAGE,02 TWO FAMILY DWELLINGS,1,2849,29,,B1,60-02 79TH STREET,,11379,2,0,2,"2,367",1152,1945,1,B1,"$   667,500",02/07/2019
4,MIDDLE VILLAGE,02 TWO FAMILY DWELLINGS,1,3785,11,,B3,73-18 68TH ROAD,,11379,2,0,2,"4,000",1242,1945,1,B3,$   - 0,02/07/2019
4,MIDDLE VILLAGE,14 RENTALS - 4-10 UNIT,2A,3778,8,,S9,7804 67 DRIVE,,11379,4,2,6,"1,940",5100,1930,2,S9,$   - 0,02/07/2019
